rank,citations,citing author name,affiliation,latitude,longitude,country,citing paper title,cited paper title,county,city,state
225,1073,Sai Vemprala,Scaled Foundations Kirkland,,,,CityLifeSim: A High-Fidelity Pedestrian and Vehicle Simulation with Complex Behaviors,Deflating dataset bias using synthetic data augmentation,,,
226,1065,Jianzhao Bi,University of Washington,47.65566375,-122.30270741043226,United States,Transfer Learning via Latent Dependency Factor for Estimating PM 2.5,Deflating dataset bias using synthetic data augmentation,King County,Seattle,Washington
227,1065,Jianzhao Bi,University of Washington,47.65566375,-122.30270741043226,United States,Spatial Transfer Learning for Estimating PM 2.5 in Data-Poor Regions,Deflating dataset bias using synthetic data augmentation,King County,Seattle,Washington
228,997,Pinlong Cai,Shanghai Artificial Intelligence Laboratory,,,,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,,
229,994,Martin Ruskowski,RPTU Kaiserslautern,49.4430629,7.963016046260735,Germany,Addressing Heterogeneity in Federated Learning: Challenges and Solutions for a Shared Production Environment,Deflating dataset bias using synthetic data augmentation,Landkreis Kaiserslautern,,Rhineland-Palatinate
230,940,Aoyong Li,Beihang University,39.9809427,116.34097867654876,China,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,Haidian District,Beijing
231,924,Suyash Gupta,University of Oregon,44.04441965,-123.07176029673084,United States,Transfer Learning via Latent Dependency Factor for Estimating PM 2.5,Deflating dataset bias using synthetic data augmentation,Lane County,Eugene,Oregon
232,924,Suyash Gupta,University of Oregon,44.04441965,-123.07176029673084,United States,Spatial Transfer Learning for Estimating PM 2.5 in Data-Poor Regions,Deflating dataset bias using synthetic data augmentation,Lane County,Eugene,Oregon
233,922,Jingkang Wang,University of Toronto,43.663461999999996,-79.39775966248058,Canada,Neural lighting simulation for urban scenes,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Old Toronto,Ontario
234,890,Xihong Yang,National University of Defense Technology,28.229020900000002,112.99483204403164,China,Patch-Mixing Contrastive Regularization for Few-Label Semi-Supervised Learning,Deflating dataset bias using synthetic data augmentation,,Kaifu,Hunan
235,889,Jinlong Li,CS Ph.D. Computer Vision.  Deep Learning.,,,,Deep transfer learning for intelligent vehicle perception: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
236,814,Fehmi Jaafar,Quebec University,48.45166565,-68.51130885405888,Canada,"A Systematic Literature Review on AI Safety: Identifying Trends,Challenges and Future Directions",deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Rimouski-Neigette,Rimouski,Quebec
237,806,Hao Frank Yang,CaSE,45.6686555,11.3914912,Italy,Mitigating Bias of Deep Neural Networks for Trustworthy Traffic Perception in Autonomous Systems,Deflating dataset bias using synthetic data augmentation,Vicenza,,Veneto
238,795,Yilong Ren,Beihang University,39.9809427,116.34097867654876,China,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,Haidian District,Beijing
239,789,Cheng Yao Wang,JP Morgan Chase,50.74345995,-1.8317349199762756,United Kingdom,CityLifeSim: A High-Fidelity Pedestrian and Vehicle Simulation with Complex Behaviors,Deflating dataset bias using synthetic data augmentation,"Bournemouth, Christchurch and Poole",,England
240,766,Shangding Gu,Technical University of Munich,48.2655696,11.669345610437997,Germany,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Landkreis München,,Bavaria
241,755,Gaurav Maheshwari,INRIA Lille- Nord Europe,,,,Efficacy of Synthetic Data as a Benchmark,Deflating dataset bias using synthetic data augmentation,,,
242,749,Daniele Tessera,Univesita' Cattolica del Sacro Cuore,,,,A methodology for controlling bias and fairness in synthetic data generation,Deflating dataset bias using synthetic data augmentation,,,
243,748,Hans-Martin Heyn,Chalmers University of Technology,57.6897462,11.97652589525446,Sweden,An investigation of challenges encountered when specifying training data and runtime monitors for safety critical ML applications,Deflating dataset bias using synthetic data augmentation,Västra Götaland County,Gothenburg,
244,743,Panpan Cai,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,China,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Xuhui District,Shanghai
245,732,Enrico Barbierato,Università del Sacro Cuore,45.537861449999994,10.224281265977462,Italy,A methodology for controlling bias and fairness in synthetic data generation,Deflating dataset bias using synthetic data augmentation,Brescia,Brescia,Lombardy
246,732,M Saeed Darweesh,Nile University,30.00916145,30.98593655626926,Egypt,A novel data augmentation approach for ego-lane detection enhancement,Deflating dataset bias using synthetic data augmentation,,6th of October,Giza
247,721,Kelley Paskov,Stanford University,37.431313849999995,-122.16936535498309,United States,Challenges and opportunities for machine learning classification of behavior and mental state from images,Deflating dataset bias using synthetic data augmentation,Santa Clara County,,California
248,712,Brianna Chrisman,Stanford University,37.431313849999995,-122.16936535498309,United States,Challenges and opportunities for machine learning classification of behavior and mental state from images,Deflating dataset bias using synthetic data augmentation,Santa Clara County,,California
249,702,Jiarui Cai,Amazon Web Services,45.85200895,-119.6301350998076,United States,Mitigating Bias of Deep Neural Networks for Trustworthy Traffic Perception in Autonomous Systems,Deflating dataset bias using synthetic data augmentation,Morrow County,,Oregon
250,696,Daniele Toti,Catholic University of the Sacred Heart,,,,A methodology for controlling bias and fairness in synthetic data generation,Deflating dataset bias using synthetic data augmentation,,,
251,683,Yunhe Feng,University of North Texas,33.2098926,-97.15147624977251,United States,Addressing weak decision boundaries in image classification by leveraging web search and generative models,Deflating dataset bias using synthetic data augmentation,Denton County,Denton,Texas
252,645,Kevin El Haddad,Unknown affiliation,,,,Efficacy of Synthetic Data as a Benchmark,Deflating dataset bias using synthetic data augmentation,,,
253,622,Devika Verma,CUNY,45.5546608,5.4065255,France,Genethos: A synthetic data generation system with bias detection and mitigation,Deflating dataset bias using synthetic data augmentation,Isère,,Auvergne-Rhône-Alpes
254,618,Michelle M Li,Harvard Medical School,42.336831849999996,-71.10380921118058,United States,Few shot learning for phenotype-driven diagnosis of patients with rare genetic diseases,Deflating dataset bias using synthetic data augmentation,Suffolk County,Boston,Massachusetts
255,602,Yu Yin,Case Western Reserve University,41.50138695,-81.60070216600491,United States,Synthetic Data Generator: Understanding Human Face \& Body via Image Synthesis,Deflating dataset bias using synthetic data augmentation,Cuyahoga County,Cleveland,Ohio
256,601,Iren-Adelina Moldovan,National Institute for Earth Physics,,,,Prospective neural network model for seismic precursory signal detection in geomagnetic field records,Deflating dataset bias using synthetic data augmentation,,,
257,600,Anthony Paproki,Research Fellow,,,,Synthetic Data for Deep Learning in Computer Vision \& Medical Imaging: A Means to Reduce Data Bias,Deflating dataset bias using synthetic data augmentation,,,
258,598,Armin Parchami,Snorkel AI,,,,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
259,563,Kamil Rocki,Neuralink,37.762467,-122.4148018,United States,Simulation intelligence: Towards a new generation of scientific methods,Deflating dataset bias using synthetic data augmentation,,San Francisco,California
260,551,Vidya N Murali,Palo Alto,37.4443293,-122.1598465,United States,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Deflating dataset bias using synthetic data augmentation,Santa Clara County,Palo Alto,California
261,530,Yingjie Cai,The Chinese University of Hong Kong,22.4201838,114.20791453524086,China,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,,Sha Tin District,Hong Kong
262,517,Benjamin Ramtoula,University of Oxford,51.75870755,-1.2556684826092037,United Kingdom,Visual dna: Representing and comparing images using distributions of neuron activations,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Oxfordshire,Oxford,England
263,513,Florian Walter,Machine Intelligence Lab,,,,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
264,507,Mohammad Al-Sharman,University of Waterloo,43.4701994,-80.54524293779451,Canada,Sim-to-real domain adaptation for lane detection and classification in autonomous driving,Deflating dataset bias using synthetic data augmentation,Region of Waterloo,Wilmot,Ontario
265,507,Kai Chen,Hong Kong University of Science,22.3358031,114.2659087549023,China,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,,Sai Kung District,Hong Kong
266,507,Kai Chen,Technology,-0.2912908,36.0353719,Kenya,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,Nakuru West,Kapkures ward,Nakuru
267,500,Seungho Jeon,순천대학교 농생명과학과 교수,,,,StarGAN Model to Translate Interior Style Trained with Virtual Images,Deflating dataset bias using synthetic data augmentation,,,
268,499,Te Taka Keegan,Waikato University,-37.7858739,175.31676647297562,New Zealand,Data and model bias in artificial intelligence for healthcare applications in New Zealand,Deflating dataset bias using synthetic data augmentation,,Hamilton,Waikato
269,498,Licheng Wen,Shanghai AI Laboratory,,,,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,,
270,496,Xiaoxi Chen,University of Illinois Urbana-Champaign,40.076154450000004,-88.22331340640494,United States,Towards generalizable tumor synthesis,Deflating dataset bias using synthetic data augmentation,Champaign County,Urbana,Illinois
271,480,Lihui Jiang,Ltd.,57.2857521,-2.5696635,United Kingdom,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,Aberdeenshire,,Scotland
272,480,Baptiste Lefevre,Ecole normale supérieure,48.841707150000005,2.3447923126871286,France,A testing approach for dependable Machine Learning systems,Deflating dataset bias using synthetic data augmentation,,Paris,Ile-de-France
273,469,Shoumeng Qiu,Fudan,23.5381,109.513,China,Leveraging Smooth Deformation Augmentation for LiDAR Point Cloud Semantic Segmentation,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Wuxuan County,Guangxi
274,467,Ayush Noori,Harvard University,42.365743249999994,-71.12221394207614,United States,Few shot learning for phenotype-driven diagnosis of patients with rare genetic diseases,Deflating dataset bias using synthetic data augmentation,Suffolk County,Boston,Massachusetts
275,426,Daocheng Fu,Shanghai  Artificial Intelligence Laboratory,,,,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,Deflating dataset bias using synthetic data augmentation,,,
276,403,Prakash Padiri Bhanu,Mohali,30.7041168,76.7176885,India,A computer-implemented method for reducing false positives in a computer vision task and application thereof to motor vehicle exterior monitoring,Neural network image processing,,,Punjab
277,401,Maoying Qiao,UTS,2.34124435,111.84479892154536,Malaysia,Generating Handwritten Mathematical Expressions From Symbol Graphs: An End-to-End Pipeline,Deflating dataset bias using synthetic data augmentation,Sibu,Sibu,Sarawak
278,381,Ximing Qiao,Duke University,36.00015569999999,-78.94422972195878,United States,Toward Trustworthy Machine Learning with Blackbox and Whitebox Methods,Deflating dataset bias using synthetic data augmentation,Durham County,Durham,North Carolina
279,352,Stanton R Price,U.S. Army ERDC,,,,"Expanding Ground Vehicle Autonomy into Unstructured,Off-Road Environments: Dataset Challenges",Deflating dataset bias using synthetic data augmentation,,,
280,334,Ou Wu,Chinese Academy of Sciences Beijing,39.90933665,116.32971461228999,China,Data Optimization in Deep Learning: A Survey,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,,Beijing,Beijing
281,333,Sungtae An,Amazon,-3.1883219,-59.5174371,Brazil,Synthetic seismocardiogram generation using a transformer-based neural network,Deflating dataset bias using synthetic data augmentation,,,Amazonas
282,332,Kilsoo Kim,Georgia Institute of Technology,32.3293809,-83.1137366,United States,"Active data collection,sampling,and generation for use in training machine learning models for automotive or other applications",Neural network image processing,Dodge County,Georgia
283,317,In{\^e}s Carvalho,Disease_Zurich University,,,,Data Augmentation Based on Virtual Wrist Devices for Fall Detection,Deflating dataset bias using synthetic data augmentation,,,
284,309,Laura Petrescu,National Institute for Earth Physics,,,,Prospective neural network model for seismic precursory signal detection in geomagnetic field records,Deflating dataset bias using synthetic data augmentation,,,
285,297,Md Faisal Kabir,UIU,42.83958545,-91.79330429016619,United States,An Edge Internet of Things Framework for Machine Learning-Based Skin Cancer Detection Models,Deflating dataset bias using synthetic data augmentation,Fayette County,,Iowa
286,290,Ruiyuan Gao,CUHK University,22.4201838,114.20791453524086,China,Detdiffusion: Synergizing generative and perceptive models for enhanced data generation and perception,Deflating dataset bias using synthetic data augmentation,,Sha Tin District,Hong Kong
287,267,Nikita Jaipuria,Ford Motor Company,-38.10269175,144.3579853884846,Australia,LANe: Lighting-aware neural fields for compositional scene synthesis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Geelong,Victoria
288,267,Nikita Jaipuria,Ford Motor Company,-38.10269175,144.3579853884846,Australia,Simbar: Single image-based scene relighting for effective data augmentation for automated driving vision tasks,Deflating dataset bias using synthetic data augmentation,,Geelong,Victoria
289,267,Nikita Jaipuria,Ford Motor Company,-38.10269175,144.3579853884846,Australia,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Deflating dataset bias using synthetic data augmentation,,Geelong,Victoria
290,267,Nikita Jaipuria,Ford Motor Company,-38.10269175,144.3579853884846,Australia,Neural network for object detection and tracking,Deflating dataset bias using synthetic data augmentation,,Geelong,Victoria
291,264,Suhrid A Wadekar,Unknown affiliation,,,,A Push-Pull Train for Safety of Autonomous Vehicle Software,Deflating dataset bias using synthetic data augmentation,,,
292,263,Shilpa N Kobren,Harvard Medical School,42.336831849999996,-71.10380921118058,United States,Few shot learning for phenotype-driven diagnosis of patients with rare genetic diseases,Deflating dataset bias using synthetic data augmentation,Suffolk County,Boston,Massachusetts
293,262,Nerea Aranjuelo,Vicomtech,43.2922539,-1.9856342,Spain,Methodology for generating synthetic labeled datasets for visual container inspection,Deflating dataset bias using synthetic data augmentation,,San Sebastián,Autonomous Community of the Basque Country
294,256,Asim H Gazi,Harvard University,42.365743249999994,-71.12221394207614,United States,Synthetic seismocardiogram generation using a transformer-based neural network,Deflating dataset bias using synthetic data augmentation,Suffolk County,Boston,Massachusetts
295,252,Jin Ma,Clemson University,34.66869155,-82.83743475607795,United States,Deep transfer learning for intelligent vehicle perception: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Pickens County,,South Carolina
296,240,Jing Hou,Tongji University,31.27369175,121.38566174235456,China,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Putuo District,Shanghai
297,235,Jonathan Zia,Stanford University,37.431313849999995,-122.16936535498309,United States,Synthetic seismocardiogram generation using a transformer-based neural network,Deflating dataset bias using synthetic data augmentation,Santa Clara County,,California
298,231,Sharon Leitch,University of Otago,-45.8649793,170.51461487350844,New Zealand,Data and model bias in artificial intelligence for healthcare applications in New Zealand,Deflating dataset bias using synthetic data augmentation,Dunedin City,Dunedin,Otago
299,231,Gabriel Villalonga,PhD Researcher,,,,Co-training for on-board deep object detection,Deflating dataset bias using synthetic data augmentation,,,
300,230,Ziyi Yang,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,China,A General Implicit Framework for Fast NeRF Composition and Rendering,LANe: Lighting-Aware Neural Fields for Compositional Scene Synthesis,,Xuhui District,Shanghai
301,226,Nima Shahbazi,York University,43.7741232,-79.4996291,Canada,Representation bias in data: A survey on identification and resolution techniques,Deflating dataset bias using synthetic data augmentation,,Toronto,Ontario
302,226,Nima Shahbazi,York University,43.7741232,-79.4996291,Canada,A survey on techniques for identifying and resolving representation bias in data,Deflating dataset bias using synthetic data augmentation,,Toronto,Ontario
303,213,Anubhav Jain,Vestas,45.525394649999996,-122.68577833944983,United States,A dataless faceswap detection approach using synthetic images,Deflating dataset bias using synthetic data augmentation,Multnomah County,Portland,Oregon
304,208,Mingxuan Dou,Unknown affiliation,,,,Semi-Supervised Domain Adaptation With Dual-Adversarial Learning for Lane Detection,Deflating dataset bias using synthetic data augmentation,,,
305,207,Camille Chapdelaine,SAFRAN SA,45.6934014,1.1759178071861203,France,A testing approach for dependable Machine Learning systems,Deflating dataset bias using synthetic data augmentation,Haute-Vienne,,Nouvelle-Aquitaine
306,204,Dina Bashkirova,Boston University,42.350421499999996,-71.10322831831216,United States,Lasagna: Layered Score Distillation for Disentangled Object Relighting,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Suffolk County,Boston,Massachusetts
307,200,Lei Li,Chinese Academy of Sciences Beijing,39.90933665,116.32971461228999,China,Bias oriented unbiased data augmentation for cross-bias representation learning,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Beijing,Beijing
308,200,Lei Li,Chinese Academy of Sciences Beijing,39.90933665,116.32971461228999,China,Bias oriented unbiased data augmentation for cross-bias representation learning,Deflating dataset bias using synthetic data augmentation,,Beijing,Beijing
309,186,Jie Chen,Fudan University,31.30116485,121.49808756382322,China,Leveraging Smooth Deformation Augmentation for LiDAR Point Cloud Semantic Segmentation,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Yangpu District,Shanghai
310,183,Pouya Tavousi,University of Connecticut,41.82175755,-72.24277535505323,United States,Synthetic data augmentation to enhance manual and automated defect detection in microelectronics,Deflating dataset bias using synthetic data augmentation,Capitol Planning Region,,
311,171,Shubham Shrivastava,Kodiak Robotics,37.408227,-122.0739761,United States,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Santa Clara County,Mountain View,California
312,171,Shubham Shrivastava,Kodiak Robotics,37.408227,-122.0739761,United States,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,Deflating dataset bias using synthetic data augmentation,Santa Clara County,Mountain View,California
313,171,Shubham Shrivastava,Kodiak Robotics,37.408227,-122.0739761,United States,Sim2real for self-supervised monocular depth and segmentation,Deflating dataset bias using synthetic data augmentation,Santa Clara County,Mountain View,California
314,171,Shubham Shrivastava,Kodiak Robotics,37.408227,-122.0739761,United States,DatasetEquity: Are All Samples Created Equal? In The Quest For Equity Within Datasets,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Santa Clara County,Mountain View,California
315,170,Vithya Yogarajan,University of Auckland,-36.8660955,174.77373309361866,New Zealand,Data and model bias in artificial intelligence for healthcare applications in New Zealand,Deflating dataset bias using synthetic data augmentation,,Auckland,Auckland
316,162,Darine Ameyed,École de technologie supérieure Montréal,45.49451545,-73.5628554929944,Canada,"A Systematic Literature Review on AI Safety: Identifying Trends,Challenges and Future Directions",deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Urban agglomeration of Montreal,Montreal,Quebec
317,160,Ava Pun,Carnegie Mellon University Pittsburgh,40.444189699999995,-79.94271918393466,United States,Neural lighting simulation for urban scenes,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Allegheny County,Pittsburgh,Pennsylvania
318,159,Valter Estevam,Instituto Federal do Paraná,-23.2754525,-51.1638944,Brazil,A first look at dataset bias in license plate recognition,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,,Londrina,Paraná
319,155,Edlira Martiri,University of Tirana,41.316619599999996,19.821735398290045,Albania,"Synthetic Data Generation: Methods,Applications,and Multidisciplinary Use Cases",Deflating dataset bias using synthetic data augmentation,Tirana County,Tirana,Central Albania
320,155,William Henry Clark IV,The Hume Center,,,,The Importance of Data in RF Machine Learning,Deflating dataset bias using synthetic data augmentation,,,
321,154,Oron Nir,Reichman University,32.17625285,34.83709109840297,Israel,CityLifeSim: A High-Fidelity Pedestrian and Vehicle Simulation with Complex Behaviors,Deflating dataset bias using synthetic data augmentation,,,Tel-Aviv District
322,149,Yin Lin,University of Michigan,42.2942142,-83.71003893509601,United States,Representation bias in data: A survey on identification and resolution techniques,Deflating dataset bias using synthetic data augmentation,Washtenaw County,Ann Arbor,Michigan
323,149,Yin Lin,University of Michigan,42.2942142,-83.71003893509601,United States,A survey on techniques for identifying and resolving representation bias in data,Deflating dataset bias using synthetic data augmentation,Washtenaw County,Ann Arbor,Michigan
324,148,Jiayi Guan,Tongji University,31.27369175,121.38566174235456,China,Multi-agent reinforcement learning for autonomous driving: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Putuo District,Shanghai
325,141,Christoph Sendner,University of Würzburg,,,,Smarter Contracts: Detecting Vulnerabilities in Smart Contracts with Deep Transfer Learning.,Deflating dataset bias using synthetic data augmentation,,,
326,140,Kenneth Blomqvist,ETH Zürich,47.413218,8.5374914,Switzerland,A Farewell to Supervision: Towards Self-supervised Autonomous Systems,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,District Zurich,Zurich,Zurich
327,139,Sergi Adipraja Widjaja,CMU,40.444189699999995,-79.94271918393466,United States,Machine learning-based framework for drivable surface annotation,Enhanced vehicle operation,Allegheny County,Pittsburgh,Pennsylvania
328,131,Sivabalan Manivasagam,Product Technical Launch Specialist,,,,Neural lighting simulation for urban scenes,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,,
329,130,Joshua Bensemann,Unknown affiliation,,,,Data and model bias in artificial intelligence for healthcare applications in New Zealand,Deflating dataset bias using synthetic data augmentation,,,
330,112,Apoorv Singh,Carnegie Mellon University Pittsburgh,40.444189699999995,-79.94271918393466,United States,Machine learning-based framework for drivable surface annotation,Enhanced vehicle operation,Allegheny County,Pittsburgh,Pennsylvania
331,110,Yongbee Park,Ingkle,,,,Transfer Learning via Latent Dependency Factor for Estimating PM 2.5,Deflating dataset bias using synthetic data augmentation,,,
332,108,Xinyu Liu,Cleveland State University,41.50258335,-81.67508708526213,United States,Deep transfer learning for intelligent vehicle perception: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Cuyahoga County,Cleveland,Ohio
333,108,Mátyás Macudzinski,University Sorbonne Paris Nord & INRIA,,,,Semantically-aware Neural Radiance Fields for Visual Scene Understanding: A Comprehensive Review,LANe: Lighting-Aware Neural Fields for Compositional Scene Synthesis,,,
334,108,Amine Bourki,University Sorbonne Paris Nord & INRIA,,,,Semantically-aware Neural Radiance Fields for Visual Scene Understanding: A Comprehensive Review,LANe: Lighting-Aware Neural Fields for Compositional Scene Synthesis,,,
335,104,Adrian Phoulady,UConn Tech Park,,,,Synthetic data augmentation to enhance manual and automated defect detection in microelectronics,Deflating dataset bias using synthetic data augmentation,,,
336,101,Nick Deveau,Stanford University,37.431313849999995,-122.16936535498309,United States,Challenges and opportunities for machine learning classification of behavior and mental state from images,Deflating dataset bias using synthetic data augmentation,Santa Clara County,,California
337,101,Retaj Yousri,Nile University,30.00916145,30.98593655626926,Egypt,A novel data augmentation approach for ego-lane detection enhancement,Deflating dataset bias using synthetic data augmentation,,6th of October,Giza
338,91,Huiming Sun,Cleveland State University,41.50258335,-81.67508708526213,United States,Deep transfer learning for intelligent vehicle perception: A survey,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Cuyahoga County,Cleveland,Ohio
339,90,Chuqing Hu,University of Waterloo,43.4701994,-80.54524293779451,Canada,Sim-to-real domain adaptation for lane detection and classification in autonomous driving,Deflating dataset bias using synthetic data augmentation,Region of Waterloo,Wilmot,Ontario
340,90,Marcelo Santos,,,,,A first look at datustering for identifying bias in vision datasets,Federal University of Paraná.,,,
341,90,Rita Delussu,University of Cagliari,,,,Synthetic Data for Video Surveillance Applications of Computer Vision: A Review,Deflating dataset bias using synthetic data augmentation,,,
342,85,Nicholas May,La Trobe University,-37.7170343,145.0441466,Australia,Synthetic data augmentation to enhance manual and automated defect detection in microelectronics,Deflating dataset bias using synthetic data augmentation,,Melbourne,Victoria
343,84,Minkyu Kim,KRAFTON,44.7164371,-93.3067117,United States,Discovering and Mitigating Visual Biases through Keyword Explanation,deepPIC: Deep perceptual image clustering for identifying bias in vision datasets,Dakota County,,Minnesota
344,84,Alex Falcon,University of Udine,,,,Semantics for vision-and-language understanding,Deflating dataset bias using synthetic data augmentation,,,
345,80,Mohammad Nikbakht,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,United States,Synthetic seismocardiogram generation using a transformer-based neural network,Deflating dataset bias using synthetic data augmentation,Fulton County,Atlanta,Georgia
346,74,Aaron P Dant,ASRC Federal,38.9459818,-77.3278042,United States,Self-directed training of person reidentification with synthetic data,Deflating dataset bias using synthetic data augmentation,Fairfax County,Reston,Virginia
347,70,Monik Raj Behera,Indian Institute of Technology Jodhpur,26.472940100000002,73.11433746970826,India,Fedsyn: Synthetic data generation using federated learning,Deflating dataset bias using synthetic data augmentation,Jodhpur Tehsil,,Rajasthan
348,70,Tatjana Legler,RPTU Kaiserslautern-Landau,49.188524799999996,8.11591652121482,Germany,Addressing Heterogeneity in Federated Learning: Challenges and Solutions for a Shared Production Environment,Deflating dataset bias using synthetic data augmentation,,,Rhineland-Palatinate
349,70,Lei Dai,Jiangnan University,31.48512185,120.26733518229403,China,Semi-Supervised Domain Adaptation With Dual-Adversarial Learning for Lane Detection,Deflating dataset bias using synthetic data augmentation,,Binhu District,Jiangsu
350,68,Sinclair Hudson,University of Waterloo,43.4701994,-80.54524293779451,Canada,Sim-to-real domain adaptation for lane detection and classification in autonomous driving,Deflating dataset bias using synthetic data augmentation,Region of Waterloo,Wilmot,Ontario
351,67,Sudhir Upadhyay,J.P. Morgan,51.5117166,-0.105857,United Kingdom,Fedsyn: Synthetic data generation using federated learning,Deflating dataset bias using synthetic data augmentation,,City of London,England
352,63,Qi Chen,University of Chinese Academy of Sciences Beijing,39.907697049999996,116.24405770367915,China,Towards generalizable tumor synthesis,Deflating dataset bias using synthetic data augmentation,,Shijingshan District,Beijing
353,62,Hongbin Choi,University of Connecticut,41.82175755,-72.24277535505323,United States,Synthetic data augmentation to enhance manual and automated defect detection in microelectronics,Deflating dataset bias using synthetic data augmentation,Capitol Planning Region,,
354,61,Keith Man,University of South Autralia,,,,A review of synthetic image data and its use in computer vision,Deflating dataset bias using synthetic data augmentation,,,
355,59,Chenghang Lai,Fudan University,31.30116485,121.49808756382322,China,Leveraging Smooth Deformation Augmentation for LiDAR Point Cloud Semantic Segmentation,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Yangpu District,Shanghai
356,59,Rupayan Mallick,Georgetown University.,38.90893925,-77.07457962060826,United States,Lasagna: Layered Score Distillation for Disentangled Object Relighting,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,,Washington,District of Columbia
357,58,Tianjie Chen,New Mexico State University,32.2729032,-106.74349267153694,United States,An Edge Internet of Things Framework for Machine Learning-Based Skin Cancer Detection Models,Deflating dataset bias using synthetic data augmentation,Doña Ana County,Las Cruces,New Mexico
358,56,Georgios Kouros,KU Leuven Belgium,50.80571285,3.2915374489139757,Belgium,Unveiling the Ambiguity in Neural Inverse Rendering: A Parameter Compensation Analysis,SIMBAR: Single Image-Based Scene Relighting For Effective Data Augmentation For Automated Driving Vision Tasks,Kortrijk,Kortrijk,West Flanders
